3.900000000000000133e-01,6.600000000000000311e-02,1.499999999999999944e-02,3.799999999999999906e-02,4.909999999999999920e-01
3.029999999999999916e-01,6.800000000000000488e-02,2.299999999999999961e-02,4.299999999999999656e-02,5.629999999999999449e-01
2.389999999999999902e-01,4.399999999999999745e-02,2.000000000000000042e-02,5.299999999999999850e-02,6.440000000000000169e-01
1.630000000000000060e-01,3.500000000000000333e-02,1.700000000000000122e-02,6.500000000000000222e-02,7.199999999999999734e-01
1.069999999999999979e-01,3.699999999999999817e-02,1.600000000000000033e-02,5.000000000000000278e-02,7.900000000000000355e-01
7.599999999999999811e-02,1.899999999999999953e-02,1.600000000000000033e-02,4.599999999999999922e-02,8.429999999999999716e-01
4.700000000000000011e-02,1.600000000000000033e-02,1.000000000000000021e-02,4.100000000000000172e-02,8.860000000000000098e-01
2.900000000000000147e-02,6.000000000000000125e-03,7.000000000000000146e-03,2.999999999999999889e-02,9.280000000000000471e-01
1.099999999999999936e-02,6.000000000000000125e-03,8.000000000000000167e-03,2.599999999999999881e-02,9.489999999999999547e-01
4.000000000000000083e-03,3.000000000000000062e-03,3.000000000000000062e-03,1.799999999999999864e-02,9.719999999999999751e-01
2.000000000000000042e-03,1.000000000000000021e-03,0.000000000000000000e+00,1.200000000000000025e-02,9.849999999999999867e-01
