1.250286648721131988e-01,2.375149753615696802e-01,3.091620626969079355e-01,4.335004643765689170e-01,4.963951038710096020e-01
1.786045285900716428e-01,3.280504246754686326e-01,4.188152836826599668e-01,5.387165646303657685e-01,5.666555354614750684e-01
2.416955882370785125e-01,4.258674933833771492e-01,5.297435397534709933e-01,6.399738310641932548e-01,6.490346927956464063e-01
3.132089934565968625e-01,5.259850549108686657e-01,6.289866967548284338e-01,7.346806348127116193e-01,7.251359280812990082e-01
3.935901074083039686e-01,6.260742434252777322e-01,7.235700085866580977e-01,8.116392666260833222e-01,7.939946022225636835e-01
4.780861462666175510e-01,7.226246351355646302e-01,8.110057802010685046e-01,8.700861580464328560e-01,8.459803284305330573e-01
5.676019512026474478e-01,8.067526719253226286e-01,8.762141979678779169e-01,9.186605152287186105e-01,8.899750025827481981e-01
6.596344591641367661e-01,8.759096021120486020e-01,9.246614577244218758e-01,9.518203451443478791e-01,9.320688520504883945e-01
7.518231893882327821e-01,9.287313621719986978e-01,9.604335376914971967e-01,9.708131735827877362e-01,9.519999986758778121e-01
8.489832517193521833e-01,9.685197589420719844e-01,9.857244766380797163e-01,9.895547436192864144e-01,9.733903741443057367e-01
9.374445594850742136e-01,9.920860894407126374e-01,9.969015568589120191e-01,9.969999867481483813e-01,9.870766117541168727e-01
