3.910000000000000142e-01,5.500000000000000028e-02,1.200000000000000025e-02,4.499999999999999833e-02,4.969999999999999973e-01
3.049999999999999933e-01,6.300000000000000044e-02,1.700000000000000122e-02,5.099999999999999672e-02,5.639999999999999458e-01
2.349999999999999867e-01,3.400000000000000244e-02,2.800000000000000058e-02,5.700000000000000205e-02,6.460000000000000187e-01
1.660000000000000087e-01,3.099999999999999978e-02,1.200000000000000025e-02,6.700000000000000400e-02,7.239999999999999769e-01
1.150000000000000050e-01,2.400000000000000050e-02,1.799999999999999864e-02,5.099999999999999672e-02,7.920000000000000373e-01
8.000000000000000167e-02,1.200000000000000025e-02,1.299999999999999940e-02,5.000000000000000278e-02,8.449999999999999734e-01
5.299999999999999850e-02,6.000000000000000125e-03,1.299999999999999940e-02,4.100000000000000172e-02,8.870000000000000107e-01
2.699999999999999969e-02,8.000000000000000167e-03,6.000000000000000125e-03,3.099999999999999978e-02,9.280000000000000471e-01
1.400000000000000029e-02,6.000000000000000125e-03,5.000000000000000104e-03,2.599999999999999881e-02,9.489999999999999547e-01
6.000000000000000125e-03,1.000000000000000021e-03,2.000000000000000042e-03,1.899999999999999953e-02,9.719999999999999751e-01
3.000000000000000062e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000025e-02,9.849999999999999867e-01
